Serial.no,Century,Region,Level,Sub_level,Records,data_type,data_source,material,Proxy,Record,Variable,Avg,abs_4_negative,log,z_score_cal,Mean,Mean_n,sd_100,Latitude,Longitude,Elevation..m.,Zone,Group,abs_4_log_R,log_value_R,z_score_R,exp_log_R,sub_zone,,,
7991,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.016665225,NA,NA,NA,NA,-0.220449438,0.290040615,54.364592,16.4902,,Mid-Latitude,365,1.032614506,0.032093941,-0.210688617,1.032614506,East,,,
7992,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.044313667,NA,NA,NA,NA,1.073948039,0.254283583,54.364592,16.4902,,Mid-Latitude,365,1.060262948,0.058516942,1.062858973,1.060262948,East,,,
7993,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.026529514,NA,NA,NA,NA,0.999213499,0.277495278,54.42436111,16.4902,,Mid-Latitude,366,0.026529514,-3.62949743,0.861288166,0.026529514,East,,,
7994,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.006609608,NA,NA,NA,NA,-0.908902357,0.286427751,54.42436111,16.4902,,Mid-Latitude,366,0.006609608,-5.019230931,-0.706642804,0.006609608,East,,,
7995,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.022647366,NA,NA,NA,NA,0.627344868,0.267225514,54.42436111,16.4902,,Mid-Latitude,366,0.022647366,-3.787711725,0.682786969,0.022647366,East,,,
7996,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.011272422,NA,NA,NA,NA,-0.462254143,0.280702881,54.42436111,16.4902,,Mid-Latitude,366,0.011272422,-4.485396067,-0.104357391,0.011272422,East,,,
7997,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.003010381,NA,NA,NA,NA,-1.25367015,0.26345243,54.42436111,16.4902,,Mid-Latitude,366,0.003010381,-5.80568863,-1.593943414,0.003010381,East,,,
7998,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.026519647,NA,NA,NA,NA,0.998268284,0.262713817,54.42436111,16.4902,,Mid-Latitude,366,0.026519647,-3.629869424,0.860868473,0.026519647,East,,,
7999,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.069046724,NA,NA,NA,NA,1.502250884,0.255250192,58.15,16.4902,,Mid-Latitude,367,1.076176913,0.073414866,1.493529677,1.076176913,East,,,
8000,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.010115901,NA,NA,NA,NA,-0.479799319,0.281541279,58.15,16.4902,,Mid-Latitude,367,1.01724609,0.017099064,-0.474752813,1.01724609,East,,,
8001,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015291398,NA,NA,NA,NA,-0.305729201,0.269420593,58.15,16.4902,,Mid-Latitude,367,1.022421587,0.022173918,-0.29738258,1.022421587,East,,,
8002,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.007130189,NA,NA,NA,NA,-1.059845797,0.269718786,58.15,16.4902,,Mid-Latitude,367,1,0,-1.072378841,1,East,,,
8003,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.052869211,NA,NA,NA,NA,0.958144386,0.28590518,58.15,16.4902,,Mid-Latitude,367,1.0599994,0.058268342,0.964146517,1.0599994,East,,,
8004,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.006095457,NA,NA,NA,NA,-0.615020953,0.288713929,58.15,16.4902,,Mid-Latitude,367,1.013225646,0.013138951,-0.61316196,1.013225646,East,,,
8005,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.022167133,NA,NA,NA,NA,-1.59989696,0.269700944,58.1969,16.4902,,Mid-Latitude,368,0.022167133,-3.809144583,-1.763423795,0.022167133,East,,,
8006,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.055664283,NA,NA,NA,NA,1.32312857,0.295537316,58.1969,16.4902,,Mid-Latitude,368,0.055664283,-2.888416577,1.116828217,0.055664283,East,,,
8007,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.047153854,NA,NA,NA,NA,0.580492207,0.267422419,58.1969,16.4902,,Mid-Latitude,368,0.047153854,-3.054339534,0.597782495,0.047153854,East,,,
8008,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.042896773,NA,NA,NA,NA,0.209011147,0.281153666,58.1969,16.4902,,Mid-Latitude,368,0.042896773,-3.148958677,0.30179174,0.042896773,East,,,
8009,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.034149151,NA,NA,NA,NA,-0.554323073,0.250081207,58.1969,16.4902,,Mid-Latitude,368,0.034149151,-3.377017554,-0.411629633,0.034149151,East,,,
8010,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.040978146,NA,NA,NA,NA,0.041588109,0.286663408,58.1969,16.4902,,Mid-Latitude,368,0.040978146,-3.194716379,0.158650975,0.040978146,East,,,
8011,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03269787,NA,NA,NA,NA,0.425628745,0.247295244,62.325,16.4902,,High-Latitude,369,1.054466745,0.053035184,0.431362483,1.054466745,East,,,
8012,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.038405413,NA,NA,NA,NA,0.639956592,0.275711161,62.325,16.4902,,High-Latitude,369,1.060174288,0.058433317,0.641501452,1.060174288,East,,,
8013,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.007118506,NA,NA,NA,NA,-0.534919415,0.238088176,62.325,16.4902,,High-Latitude,369,1.028887381,0.028478006,-0.524601381,1.028887381,East,,,
8014,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.053794783,NA,NA,NA,NA,1.21785331,0.295457098,62.325,16.4902,,High-Latitude,369,1.075563658,0.072844857,1.202515066,1.075563658,East,,,
8015,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.021768875,NA,NA,NA,NA,-1.619689195,0.25224591,62.325,16.4902,,High-Latitude,369,1,0,-1.633195535,1,East,,,
8016,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.017932652,NA,NA,NA,NA,-0.128830037,0.287356484,62.325,16.4902,,High-Latitude,369,1.039701527,0.038933679,-0.117582084,1.039701527,East,,,
8017,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.049217468,NA,NA,NA,NA,0.814516719,0.247679334,63,16.4902,,High-Latitude,370,0.049217468,-3.011506678,0.734730162,0.049217468,East,,,
8018,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.030140067,NA,NA,NA,NA,-0.256874568,0.297222704,63,16.4902,,High-Latitude,370,0.030140067,-3.501899863,0.025041859,0.030140067,East,,,
8019,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.025278593,NA,NA,NA,NA,-0.52989608,0.218408538,63,16.4902,,High-Latitude,370,0.025278593,-3.677797368,-0.229513884,0.025278593,East,,,
8020,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.058536844,NA,NA,NA,NA,1.337895019,0.270672054,63,16.4902,,High-Latitude,370,0.058536844,-2.838098911,0.9856828,0.058536844,East,,,
8021,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.008381271,NA,NA,NA,NA,-1.478853597,0.273031498,63,16.4902,,High-Latitude,370,0.008381271,-4.781755705,-1.827142772,0.008381271,East,,,
8022,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.036729909,NA,NA,NA,NA,0.113212506,0.291327979,63,16.4902,,High-Latitude,370,0.036729909,-3.304163897,0.311201835,0.036729909,East,,,
8023,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03180796,NA,NA,NA,NA,0.722769928,0.27560871,63.12,16.4902,,High-Latitude,371,0.03180796,-3.448038706,0.602284067,0.03180796,East,,,
8024,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.034425974,NA,NA,NA,NA,0.933337319,0.29132061,63.12,16.4902,,High-Latitude,371,0.034425974,-3.368943941,0.681701809,0.034425974,East,,,
8025,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.032008242,NA,NA,NA,NA,0.73887868,0.240896419,63.12,16.4902,,High-Latitude,371,0.032008242,-3.441761847,0.608586557,0.032008242,East,,,
8026,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.020958188,NA,NA,NA,NA,-0.149879418,0.283789868,63.12,16.4902,,High-Latitude,371,0.020958188,-3.865225874,0.183393347,0.020958188,East,,,
8027,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015191226,NA,NA,NA,NA,-0.613717366,0.264557835,63.12,16.4902,,High-Latitude,371,0.015191226,-4.187037255,-0.139732125,0.015191226,East,,,
8028,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.002538371,NA,NA,NA,NA,-1.631389142,0.26439923,63.12,16.4902,,High-Latitude,371,0.002538371,-5.976232742,-1.936233654,0.002538371,East,,,
8029,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.038674662,NA,NA,NA,NA,0.447602291,0.262224309,64.3,16.4902,,High-Latitude,372,0.038674662,-3.252570622,0.521440994,0.038674662,East,,,
8030,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.028816912,NA,NA,NA,NA,-0.802654135,0.297269947,64.3,16.4902,,High-Latitude,372,0.028816912,-3.546792842,-0.79444872,0.028816912,East,,,
8031,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.041772075,NA,NA,NA,NA,0.84044656,0.262582047,64.3,16.4902,,High-Latitude,372,0.041772075,-3.175527225,0.86601257,0.041772075,East,,,
8032,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.045662512,NA,NA,NA,NA,1.333869843,0.282832912,64.3,16.4902,,High-Latitude,372,0.045662512,-3.086477624,1.264281109,0.045662512,East,,,
8033,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.028655748,NA,NA,NA,NA,-0.823094482,0.259924325,64.3,16.4902,,High-Latitude,372,0.028655748,-3.552401228,-0.81953186,0.028655748,East,,,
8034,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.027291119,NA,NA,NA,NA,-0.996170077,0.24805455,64.3,16.4902,,High-Latitude,372,0.027291119,-3.601193941,-1.037754093,0.027291119,East,,,
8035,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.012312854,NA,NA,NA,NA,-0.287005322,0.261228372,66.23722222,16.4902,,High-Latitude,373,1.01918147,0.018999825,-0.280597586,1.01918147,East,,,
8036,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.006868616,NA,NA,NA,NA,-1.470706732,0.291421114,66.23722222,16.4902,,High-Latitude,373,1,0,-1.479099098,1,East,,,
8037,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.036946732,NA,NA,NA,NA,1.23316777,0.228650342,66.23722222,16.4902,,High-Latitude,373,1.043815348,0.042882604,1.225918792,1.043815348,East,,,
8038,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.021836681,NA,NA,NA,NA,0.300716414,0.284451804,66.23722222,16.4902,,High-Latitude,373,1.028705297,0.028301018,0.306118069,1.028705297,East,,,
8039,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.006659052,NA,NA,NA,NA,-0.635905256,0.263262684,66.23722222,16.4902,,High-Latitude,373,1.013527668,0.013436986,-0.631499278,1.013527668,East,,,
8040,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.030895353,NA,NA,NA,NA,0.859733125,0.254060301,66.23722222,16.4902,,High-Latitude,373,1.037763969,0.037068369,0.8591591,1.037763969,East,,,
8041,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.033833951,NA,NA,NA,NA,0.832237891,0.231474832,68.15,16.4902,,High-Latitude,374,1.044558464,0.043594274,0.835893935,1.044558464,East,,,
8042,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.009560229,NA,NA,NA,NA,-1.031013308,0.313664738,68.15,16.4902,,High-Latitude,374,1.001164284,0.001163607,-1.03631109,1.001164284,East,,,
8043,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.013653019,NA,NA,NA,NA,-0.034287191,0.263547229,68.15,16.4902,,High-Latitude,374,1.024377532,0.024085142,-0.024924347,1.024377532,East,,,
8044,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.011629154,NA,NA,NA,NA,-0.121187545,0.284772094,68.15,16.4902,,High-Latitude,374,1.022353667,0.022107486,-0.112186198,1.022353667,East,,,
8045,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.04787792,NA,NA,NA,NA,1.435255243,0.254021832,68.15,16.4902,,High-Latitude,374,1.058602433,0.056949579,1.425181618,1.058602433,East,,,
8046,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.010724513,NA,NA,NA,NA,-1.081005091,0.264497417,68.15,16.4902,,High-Latitude,374,1,0,-1.087653918,1,East,,,
8047,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.028909204,NA,NA,NA,NA,0.514563203,0.227432136,68.2,16.4902,,High-Latitude,375,1.036828394,0.036166432,0.526434729,1.036828394,East,,,
8048,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.007288921,NA,NA,NA,NA,-0.866023018,0.293326805,68.2,16.4902,,High-Latitude,375,1.000630269,0.00063007,-0.872995772,1.000630269,East,,,
8049,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.001971101,NA,NA,NA,NA,-0.512848417,0.268368085,68.2,16.4902,,High-Latitude,375,1.009890291,0.009841702,-0.510239495,1.009890291,East,,,
8050,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.060283794,NA,NA,NA,NA,1.711181174,0.285623649,68.2,16.4902,,High-Latitude,375,1.068202984,0.065977782,1.700412877,1.068202984,East,,,
8051,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.00791919,NA,NA,NA,NA,-0.89006129,0.2868285,68.2,16.4902,,High-Latitude,375,1,0,-0.897808099,1,East,,,
8052,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.016550044,NA,NA,NA,NA,0.043188347,0.28037411,68.2,16.4902,,High-Latitude,375,1.024469234,0.024174658,0.05419576,1.024469234,East,,,
8053,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.058222252,NA,NA,NA,NA,0.726239418,0.220019851,68.26,16.4902,,High-Latitude,376,0.058222252,-2.843487661,0.816149155,0.058222252,East,,,
8054,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.037309085,NA,NA,NA,NA,-0.027538385,0.263035999,68.26,16.4902,,High-Latitude,376,0.037309085,-3.288518416,0.289359962,0.037309085,East,,,
8055,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.028030016,NA,NA,NA,NA,-0.361985902,0.251189752,68.26,16.4902,,High-Latitude,376,0.028030016,-3.574479343,-0.049136027,0.028030016,East,,,
8056,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.014317944,NA,NA,NA,NA,-0.8562131,0.248350724,68.26,16.4902,,High-Latitude,376,0.014317944,-4.246241703,-0.844310623,0.014317944,East,,,
8057,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.008720423,NA,NA,NA,NA,-1.057965744,0.246694093,68.26,16.4902,,High-Latitude,376,0.008720423,-4.742087533,-1.431250338,0.008720423,East,,,
8058,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.08183902,NA,NA,NA,NA,1.577463713,0.28308455,68.26,16.4902,,High-Latitude,376,0.08183902,-2.503001132,1.21918787,0.08183902,East,,,
8059,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.044617005,NA,NA,NA,NA,1.161273353,0.245419188,68.5,16.4902,,High-Latitude,377,1.050698884,0.049455547,1.152244713,1.050698884,East,,,
8060,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.02413844,NA,NA,NA,NA,0.147798276,0.303100058,68.5,16.4902,,High-Latitude,377,1.030220319,0.029772681,0.155253904,1.030220319,East,,,
8061,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.000673349,NA,NA,NA,NA,-1.080126172,0.224765542,68.5,16.4902,,High-Latitude,377,1.00540853,0.005393956,-1.079595003,1.00540853,East,,,
8062,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.006081879,NA,NA,NA,NA,-1.347791922,0.279172866,68.5,16.4902,,High-Latitude,377,1,-1.11E-16,-1.352813607,1,East,,,
8063,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.034500361,NA,NA,NA,NA,0.660605128,0.256565337,68.5,16.4902,,High-Latitude,377,1.04058224,0.039780403,0.662172285,1.04058224,East,,,
8064,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03041134,NA,NA,NA,NA,0.458241336,0.27815263,68.5,16.4902,,High-Latitude,377,1.036493219,0.035843111,0.462737707,1.036493219,East,,,
8065,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.029702709,NA,NA,NA,NA,1.013962804,0.235105736,78.0217,16.4902,,High-Latitude,378,1.051064741,0.049803689,1.007719602,1.051064741,East,,,
8066,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.021362032,NA,NA,NA,NA,-1.595080044,0.31376108,78.0217,16.4902,,High-Latitude,378,1,0,-1.604497804,1,East,,,
8067,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.001306927,NA,NA,NA,NA,-0.436858479,0.283437935,78.0217,16.4902,,High-Latitude,378,1.022668959,0.022415836,-0.428780933,1.022668959,East,,,
8068,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.019423922,NA,NA,NA,NA,0.488790375,0.284326848,78.0217,16.4902,,High-Latitude,378,1.040785954,0.039976153,0.492262561,1.040785954,East,,,
8069,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.027853952,NA,NA,NA,NA,0.91950456,0.298520322,78.0217,16.4902,,High-Latitude,378,1.049215984,0.048043203,0.915381617,1.049215984,East,,,
8070,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.002217803,NA,NA,NA,NA,-0.390319215,0.277243961,78.0217,16.4902,,High-Latitude,378,1.023579835,0.023306125,-0.382085043,1.023579835,East,,,
8071,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.017002027,NA,NA,NA,NA,-0.023944309,0.252688644,40.5,18.083389,,Mid-Latitude,379,1.025094674,0.024784973,-0.017692359,1.025094674,East,,,
8072,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024164323,NA,NA,NA,NA,0.447015123,0.282317518,40.5,18.083389,,Mid-Latitude,379,1.03225697,0.031747638,0.450405825,1.03225697,East,,,
8073,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.014564444,NA,NA,NA,NA,-0.184228462,0.279117271,40.5,18.083389,,Mid-Latitude,379,1.022657091,0.022404231,-0.177749027,1.022657091,East,,,
8074,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.017890705,NA,NA,NA,NA,0.034491074,0.31329515,40.5,18.083389,,Mid-Latitude,379,1.025983352,0.02565152,0.040565395,1.025983352,East,,,
8075,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.008092647,NA,NA,NA,NA,-1.674053913,0.283542833,40.5,18.083389,,Mid-Latitude,379,1,0,-1.683979805,1,East,,,
8076,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.038668162,NA,NA,NA,NA,1.400720487,0.25822421,40.5,18.083389,,Mid-Latitude,379,1.046760809,0.045700452,1.38844997,1.046760809,East,,,
8077,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.021323766,NA,NA,NA,NA,0.036877275,0.249844228,42.6425,18.083389,,Mid-Latitude,380,1.039061037,0.038317456,0.046347321,1.039061037,East,,,
8078,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.023234882,NA,NA,NA,NA,0.116565145,0.263690536,42.6425,18.083389,,Mid-Latitude,380,1.040972153,0.040155039,0.125565222,1.040972153,East,,,
8079,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.052027284,NA,NA,NA,NA,1.317123199,0.260942904,42.6425,18.083389,,Mid-Latitude,380,1.069764555,0.067438582,1.301754452,1.069764555,East,,,
8080,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.036171792,NA,NA,NA,NA,0.655996052,0.271312136,42.6425,18.083389,,Mid-Latitude,380,1.053909063,0.052506168,0.658020455,1.053909063,East,,,
8081,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.017737271,NA,NA,NA,NA,-1.591852506,0.245509556,42.6425,18.083389,,Mid-Latitude,380,1,0,-1.605512159,1,East,,,
8082,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.007615686,NA,NA,NA,NA,-0.534709165,0.260996226,42.6425,18.083389,,Mid-Latitude,380,1.025352957,0.025036902,-0.526175291,1.025352957,East,,,
8083,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024202705,NA,NA,NA,NA,0.196380629,0.228427165,42.69405,18.083389,,Mid-Latitude,381,1.048591214,0.047447562,0.20831557,1.048591214,East,,,
8084,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.00420565,NA,NA,NA,NA,-0.450415421,0.283663816,42.69405,18.083389,,Mid-Latitude,381,1.028594159,0.028192976,-0.441448456,1.028594159,East,,,
8085,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.001499502,NA,NA,NA,NA,-0.537944595,0.248394533,42.69405,18.083389,,Mid-Latitude,381,1.025888011,0.02555859,-0.530348276,1.025888011,East,,,
8086,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.041166058,NA,NA,NA,NA,0.745052885,0.265209965,42.69405,18.083389,,Mid-Latitude,381,1.065554567,0.063495384,0.749864311,1.065554567,East,,,
8087,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.062101714,NA,NA,NA,NA,1.422207574,0.257428099,42.69405,18.083389,,Mid-Latitude,381,1.086490223,0.082952522,1.406463632,1.086490223,East,,,
8088,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.024388509,NA,NA,NA,NA,-1.375281071,0.276088315,42.69405,18.083389,,Mid-Latitude,381,1,0,-1.392846782,1,East,,,
8089,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.043395399,NA,NA,NA,NA,0.281437144,0.26058328,44.25,18.083389,,Mid-Latitude,382,0.043395399,-3.137401857,0.320987924,0.043395399,East,,,
8090,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.041720384,NA,NA,NA,NA,0.082873234,0.309766426,44.25,18.083389,,Mid-Latitude,382,0.041720384,-3.176765445,0.159855865,0.041720384,East,,,
8091,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.041602834,NA,NA,NA,NA,0.068938244,0.246236228,44.25,18.083389,,Mid-Latitude,382,0.041602834,-3.179586989,0.148306073,0.041602834,East,,,
8092,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.045639673,NA,NA,NA,NA,0.547483544,0.280862744,44.25,18.083389,,Mid-Latitude,382,0.045639673,-3.086977919,0.527394748,0.045639673,East,,,
8093,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024764803,NA,NA,NA,NA,-1.927118786,0.254625,44.25,18.083389,,Mid-Latitude,382,0.024764803,-3.698331868,-1.975139376,0.024764803,East,,,
8094,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.049004678,NA,NA,NA,NA,0.946386619,0.270347518,44.25,18.083389,,Mid-Latitude,382,0.049004678,-3.015839516,0.818594765,0.049004678,East,,,
8095,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.018937511,NA,NA,NA,NA,0.166271255,0.23774316,46.116667,18.083389,,Mid-Latitude,383,0.018937511,-3.966610615,0.492730846,0.018937511,East,,,
